word,log_odds,z_score,count_site1,count_site2,count_total,is_significant
grzesiak,-2.3941,-0.7249,0,1,1,False
hull,-2.3941,-0.7249,0,1,1,False
brilliant,-2.3941,-0.7249,0,1,1,False
yatsenko,-2.3941,-0.7249,0,1,1,False
preemptive,-2.3941,-0.7249,0,1,1,False
raze,-2.3941,-0.7249,0,1,1,False
readings,-2.3941,-0.7249,0,1,1,False
kobakhidze,-2.3941,-0.7249,0,1,1,False
choosing,-2.3941,-0.7249,0,1,1,False
khemelnitsky,-2.3941,-0.7249,0,1,1,False
украинского,-2.3941,-0.7249,0,1,1,False
ilchuk,-2.3941,-0.7249,0,1,1,False
carpet,-2.3941,-0.7249,0,1,1,False
plead,-2.3941,-0.7249,0,1,1,False
engineers,-2.3941,-0.7249,0,1,1,False
odd,-2.3941,-0.7249,0,1,1,False
reset,-2.3941,-0.7249,0,1,1,False
coe,-2.3941,-0.7249,0,1,1,False
layoff,-2.3941,-0.7249,0,1,1,False
dugout,-2.3941,-0.7249,0,1,1,False
underwrite,-2.3941,-0.7249,0,1,1,False
span,-2.3941,-0.7249,0,1,1,False
tranquility,-2.3941,-0.7249,0,1,1,False
nataliia,-2.3941,-0.7249,0,1,1,False
entail,-2.3941,-0.7249,0,1,1,False
dwell,-2.3941,-0.7249,0,1,1,False
поймут,-2.3941,-0.7249,0,1,1,False
обеспечивающая,-2.3941,-0.7249,0,1,1,False
transporter,-2.3941,-0.7249,0,1,1,False
aforementioned,-2.3941,-0.7249,0,1,1,False
honeywell,-2.3941,-0.7249,0,1,1,False
diminished,-2.3941,-0.7249,0,1,1,False
warmth,-2.3941,-0.7249,0,1,1,False
disown,-2.3941,-0.7249,0,1,1,False
accumulate,-2.3941,-0.7249,0,1,1,False
idle,-2.3941,-0.7249,0,1,1,False
keir,-2.3941,-0.7249,0,1,1,False
newark,-2.3941,-0.7249,0,1,1,False
эту,-2.3941,-0.7249,0,1,1,False
saturate,-2.3941,-0.7249,0,1,1,False
mentality,-2.3941,-0.7249,0,1,1,False
lukashenko,-2.3941,-0.7249,0,1,1,False
che,-2.3941,-0.7249,0,1,1,False
belarusians,-2.3941,-0.7249,0,1,1,False
mentioning,-2.3941,-0.7249,0,1,1,False
extrapolate,-2.3941,-0.7249,0,1,1,False
following,-2.3941,-0.7249,0,1,1,False
crossroad,-2.3941,-0.7249,0,1,1,False
montreal,-2.3941,-0.7249,0,1,1,False
взгляд,-2.3941,-0.7249,0,1,1,False
stratcom,-2.3941,-0.7249,0,1,1,False
investing,-2.3941,-0.7249,0,1,1,False
siren,-2.3941,-0.7249,0,1,1,False
immobilized,-2.3941,-0.7249,0,1,1,False
nadiyka,-2.3941,-0.7249,0,1,1,False
wheat,-2.3941,-0.7249,0,1,1,False
scent,-2.3941,-0.7249,0,1,1,False
inseparable,-2.3941,-0.7249,0,1,1,False
cehelsky,-2.3941,-0.7249,0,1,1,False
forsenko,-2.3941,-0.7249,0,1,1,False
firepower,-2.3941,-0.7249,0,1,1,False
pedersen,-2.3941,-0.7249,0,1,1,False
zealand,-2.3941,-0.7249,0,1,1,False
nanotechnology,-2.3941,-0.7249,0,1,1,False
downsize,-2.3941,-0.7249,0,1,1,False
charity,-2.3941,-0.7249,0,1,1,False
splinter,-2.3941,-0.7249,0,1,1,False
spectre,-2.3941,-0.7249,0,1,1,False
returnee,-2.3941,-0.7249,0,1,1,False
seismic,-2.3941,-0.7249,0,1,1,False
ptsd,-2.3941,-0.7249,0,1,1,False
ransacking,-2.3941,-0.7249,0,1,1,False
karin,-2.3941,-0.7249,0,1,1,False
hur,-2.3941,-0.7249,0,1,1,False
positionality,-2.3941,-0.7249,0,1,1,False
receipt,-2.3941,-0.7249,0,1,1,False
commandant,-2.3941,-0.7249,0,1,1,False
fedus,-2.3941,-0.7249,0,1,1,False
template,-2.3941,-0.7249,0,1,1,False
ante,-2.3941,-0.7249,0,1,1,False
normalization,-2.3941,-0.7249,0,1,1,False
chișinău,-2.3941,-0.7249,0,1,1,False
hesitation,-2.3941,-0.7249,0,1,1,False
revitalize,-2.3941,-0.7249,0,1,1,False
ssr,-2.3941,-0.7249,0,1,1,False
preventable,-2.3941,-0.7249,0,1,1,False
crystal,-2.3941,-0.7249,0,1,1,False
perm,-2.3941,-0.7249,0,1,1,False
castrate,-2.3941,-0.7249,0,1,1,False
petliura,-2.3941,-0.7249,0,1,1,False
marinera,-2.3941,-0.7249,0,1,1,False
leninist,-2.3941,-0.7249,0,1,1,False
toothlessness,-2.3941,-0.7249,0,1,1,False
distinguished,-2.3941,-0.7249,0,1,1,False
bashuk,-2.3941,-0.7249,0,1,1,False
steel,-2.3941,-0.7249,0,1,1,False
maximalist,-2.3941,-0.7249,0,1,1,False
housing,-2.3941,-0.7249,0,1,1,False
wan,-2.3941,-0.7249,0,1,1,False
brass,-2.3941,-0.7249,0,1,1,False
inspection,-2.3941,-0.7249,0,1,1,False
anecdotal,-2.3941,-0.7249,0,1,1,False
lipovtsy,-2.3941,-0.7249,0,1,1,False
україні,-2.3941,-0.7249,0,1,1,False
seed,-2.3941,-0.7249,0,1,1,False
dive,-2.3941,-0.7249,0,1,1,False
empathy,-2.3941,-0.7249,0,1,1,False
dislike,-2.3941,-0.7249,0,1,1,False
meticulous,-2.3941,-0.7249,0,1,1,False
clemens,-2.3941,-0.7249,0,1,1,False
westinghouse,-2.3941,-0.7249,0,1,1,False
kindergarten,-2.3941,-0.7249,0,1,1,False
proclaim,-2.3941,-0.7249,0,1,1,False
katja,-2.3941,-0.7249,0,1,1,False
rubicon,-2.3941,-0.7249,0,1,1,False
cryptocurrency,-2.3941,-0.7249,0,1,1,False
underdeveloped,-2.3941,-0.7249,0,1,1,False
zizek,-2.3941,-0.7249,0,1,1,False
commonality,-2.3941,-0.7249,0,1,1,False
moore,-2.3941,-0.7249,0,1,1,False
makhachkala,-2.3941,-0.7249,0,1,1,False
spin,-2.3941,-0.7249,0,1,1,False
dugin,-2.3941,-0.7249,0,1,1,False
bankrupt,-2.3941,-0.7249,0,1,1,False
victoriia,-2.3941,-0.7249,0,1,1,False
proofread,-2.3941,-0.7249,0,1,1,False
insatiable,-2.3941,-0.7249,0,1,1,False
borders,-2.3941,-0.7249,0,1,1,False
respite,-2.3941,-0.7249,0,1,1,False
timeless,-2.3941,-0.7249,0,1,1,False
evangelicals,-2.3941,-0.7249,0,1,1,False
endorse,-2.3941,-0.7249,0,1,1,False
alternate,-2.3941,-0.7249,0,1,1,False
interconnected,-2.3941,-0.7249,0,1,1,False
decolonisation,-2.3941,-0.7249,0,1,1,False
bering,-2.3941,-0.7249,0,1,1,False
так,-2.3941,-0.7249,0,1,1,False
dress,-2.3941,-0.7249,0,1,1,False
immerse,-2.3941,-0.7249,0,1,1,False
blurring,-2.3941,-0.7249,0,1,1,False
novikova,-2.3941,-0.7249,0,1,1,False
balan,-2.3941,-0.7249,0,1,1,False
fragility,-2.3941,-0.7249,0,1,1,False
gatherer,-2.3941,-0.7249,0,1,1,False
translation,-2.3941,-0.7249,0,1,1,False
downshift,-2.3941,-0.7249,0,1,1,False
kolcio,-2.3941,-0.7249,0,1,1,False
proximity,-2.3941,-0.7249,0,1,1,False
consultant,-2.3941,-0.7249,0,1,1,False
carl,-2.3941,-0.7249,0,1,1,False
turning,-2.3941,-0.7249,0,1,1,False
accumulation,-2.3941,-0.7249,0,1,1,False
mutilate,-2.3941,-0.7249,0,1,1,False
trajectory,-2.3941,-0.7249,0,1,1,False
offsite,-2.3941,-0.7249,0,1,1,False
restitution,-2.3941,-0.7249,0,1,1,False
holding,-2.3941,-0.7249,0,1,1,False
install,-2.3941,-0.7249,0,1,1,False
gill,-2.3941,-0.7249,0,1,1,False
сожалению,-2.3941,-0.7249,0,1,1,False
jet,-2.3941,-0.7249,0,1,1,False
quota,-2.3941,-0.7249,0,1,1,False
unoccupied,-2.3941,-0.7249,0,1,1,False
airwave,-2.3941,-0.7249,0,1,1,False
apocalypse,-2.3941,-0.7249,0,1,1,False
enumerate,-2.3941,-0.7249,0,1,1,False
lausanne,-2.3941,-0.7249,0,1,1,False
skill,-2.3941,-0.7249,0,1,1,False
passivity,-2.3941,-0.7249,0,1,1,False
amazed,-2.3941,-0.7249,0,1,1,False
cascade,-2.3941,-0.7249,0,1,1,False
paradise,-2.3941,-0.7249,0,1,1,False
alienate,-2.3941,-0.7249,0,1,1,False
navigator,-2.3941,-0.7249,0,1,1,False
virtual,-2.3941,-0.7249,0,1,1,False
slobodan,-2.3941,-0.7249,0,1,1,False
accessible,-2.3941,-0.7249,0,1,1,False
alrosa,-2.3941,-0.7249,0,1,1,False
gamble,-2.3941,-0.7249,0,1,1,False
closeness,-2.3941,-0.7249,0,1,1,False
aura,-2.3941,-0.7249,0,1,1,False
algerians,-2.3941,-0.7249,0,1,1,False
intangible,-2.3941,-0.7249,0,1,1,False
disconnect,-2.3941,-0.7249,0,1,1,False
mitglied,-2.3941,-0.7249,0,1,1,False
pluralism,-2.3941,-0.7249,0,1,1,False
dissolve,-2.3941,-0.7249,0,1,1,False
unify,-2.3941,-0.7249,0,1,1,False
bay,-2.3941,-0.7249,0,1,1,False
nurture,-2.3941,-0.7249,0,1,1,False
sterling,-2.3941,-0.7249,0,1,1,False
stakeholder,-2.3941,-0.7249,0,1,1,False
supplier,-2.3941,-0.7249,0,1,1,False
fledgling,-2.3941,-0.7249,0,1,1,False
stupor,-2.3941,-0.7249,0,1,1,False
mobility,-2.3941,-0.7249,0,1,1,False
primakov,-2.3941,-0.7249,0,1,1,False
kleist,-2.3941,-0.7249,0,1,1,False
clerk,-2.3941,-0.7249,0,1,1,False
unfettered,-2.3941,-0.7249,0,1,1,False
tacit,-2.3941,-0.7249,0,1,1,False
complicate,-2.3941,-0.7249,0,1,1,False
purport,-2.3941,-0.7249,0,1,1,False
olive,-2.3941,-0.7249,0,1,1,False
impersonate,-2.3941,-0.7249,0,1,1,False
comprise,-2.3941,-0.7249,0,1,1,False
hegemonic,-2.3941,-0.7249,0,1,1,False
merge,-2.3941,-0.7249,0,1,1,False
haunt,-2.3941,-0.7249,0,1,1,False
bosnia,-2.3941,-0.7249,0,1,1,False
kara,-2.3941,-0.7249,0,1,1,False
sochi,-2.3941,-0.7249,0,1,1,False
tectonic,-2.3941,-0.7249,0,1,1,False
unrecognizable,-2.3941,-0.7249,0,1,1,False
revive,-2.3941,-0.7249,0,1,1,False
subsidiary,-2.3941,-0.7249,0,1,1,False
appreciation,-2.3941,-0.7249,0,1,1,False
hometown,-2.3941,-0.7249,0,1,1,False
refining,-2.3941,-0.7249,0,1,1,False
оказывать,-2.3941,-0.7249,0,1,1,False
destiny,-2.3941,-0.7249,0,1,1,False
marvel,-2.3941,-0.7249,0,1,1,False
kyriy,-2.3941,-0.7249,0,1,1,False
curate,-2.3941,-0.7249,0,1,1,False
lucrative,-2.3941,-0.7249,0,1,1,False
lively,-2.3941,-0.7249,0,1,1,False
zelenskiy,-2.3941,-0.7249,0,1,1,False
substantiate,-2.3941,-0.7249,0,1,1,False
tirana,-2.3941,-0.7249,0,1,1,False
farion,-2.3941,-0.7249,0,1,1,False
scribble,-2.3941,-0.7249,0,1,1,False
mismatch,-2.3941,-0.7249,0,1,1,False
extremism,-2.3941,-0.7249,0,1,1,False
toynbee,-2.3941,-0.7249,0,1,1,False
entrench,-2.3941,-0.7249,0,1,1,False
disinclined,-2.3941,-0.7249,0,1,1,False
rec,-2.3941,-0.7249,0,1,1,False
discretionary,-2.3941,-0.7249,0,1,1,False
recur,-2.3941,-0.7249,0,1,1,False
perseverance,-2.3941,-0.7249,0,1,1,False
cambridge,-2.3941,-0.7249,0,1,1,False
academician,-2.3941,-0.7249,0,1,1,False
samara,-2.3941,-0.7249,0,1,1,False
grateful,-2.3941,-0.7249,0,1,1,False
recondition,-2.3941,-0.7249,0,1,1,False
spine,-2.3941,-0.7249,0,1,1,False
hermitage,-2.3941,-0.7249,0,1,1,False
multiannual,-2.3941,-0.7249,0,1,1,False
vestas,-2.3941,-0.7249,0,1,1,False
burnout,-2.3941,-0.7249,0,1,1,False
grozny,-2.3941,-0.7249,0,1,1,False
functioning,-2.3941,-0.7249,0,1,1,False
endanger,-2.3941,-0.7249,0,1,1,False
getmanchuk,-2.3941,-0.7249,0,1,1,False
sham,-2.3941,-0.7249,0,1,1,False
unimaginative,-2.3941,-0.7249,0,1,1,False
learning,-2.3941,-0.7249,0,1,1,False
piracy,-2.3941,-0.7249,0,1,1,False
recite,-2.3941,-0.7249,0,1,1,False
rationalize,-2.3941,-0.7249,0,1,1,False
turbins,-2.3941,-0.7249,0,1,1,False
rave,-2.3941,-0.7249,0,1,1,False
christenunie,-2.3941,-0.7249,0,1,1,False
advanced,-2.3941,-0.7249,0,1,1,False
bravado,-2.3941,-0.7249,0,1,1,False
laboratory,-2.3941,-0.7249,0,1,1,False
citydna,-2.3941,-0.7249,0,1,1,False
rivne,-2.3941,-0.7249,0,1,1,False
mamutov,-2.3941,-0.7249,0,1,1,False
affirm,-2.3941,-0.7249,0,1,1,False
entertain,-2.3941,-0.7249,0,1,1,False
activate,-2.3941,-0.7249,0,1,1,False
elżbieta,-2.3941,-0.7249,0,1,1,False
delegitimization,-2.3941,-0.7249,0,1,1,False
syrian,-2.3941,-0.7249,0,1,1,False
ziarul,-2.3941,-0.7249,0,1,1,False
lethal,-2.3941,-0.7249,0,1,1,False
consideration,-2.3941,-0.7249,0,1,1,False
buzz,-2.3941,-0.7249,0,1,1,False
proceedings,-2.3941,-0.7249,0,1,1,False
illegitimate,-2.3941,-0.7249,0,1,1,False
placement,-2.3941,-0.7249,0,1,1,False
volunteers,-2.3941,-0.7249,0,1,1,False
greece,-2.3941,-0.7249,0,1,1,False
jackson,-2.3941,-0.7249,0,1,1,False
marta,-2.3941,-0.7249,0,1,1,False
sully,-2.3941,-0.7249,0,1,1,False
edge,-2.3941,-0.7249,0,1,1,False
processes,-2.3941,-0.7249,0,1,1,False
progressive,-2.3941,-0.7249,0,1,1,False
cleverness,-2.3941,-0.7249,0,1,1,False
remarks,-2.3941,-0.7249,0,1,1,False
hinterland,-2.3941,-0.7249,0,1,1,False
pediatric,-2.3941,-0.7249,0,1,1,False
lunch,-2.3941,-0.7249,0,1,1,False
vineyard,-2.3941,-0.7249,0,1,1,False
alter,-2.3941,-0.7249,0,1,1,False
torsten,-2.3941,-0.7249,0,1,1,False
offset,-2.3941,-0.7249,0,1,1,False
pvda,-2.3941,-0.7249,0,1,1,False
evangelical,-2.3941,-0.7249,0,1,1,False
воды,-2.3941,-0.7249,0,1,1,False
kozhemyako,-2.3941,-0.7249,0,1,1,False
appointment,-2.3941,-0.7249,0,1,1,False
unenviable,-2.3941,-0.7249,0,1,1,False
stryjek,-2.3941,-0.7249,0,1,1,False
clergy,-2.3941,-0.7249,0,1,1,False
permissiveness,-2.3941,-0.7249,0,1,1,False
holodomor,-2.3941,-0.7249,0,1,1,False
surreal,-2.3941,-0.7249,0,1,1,False
drama,-2.3941,-0.7249,0,1,1,False
svyrydenko,-2.3941,-0.7249,0,1,1,False
lukashova,-2.3941,-0.7249,0,1,1,False
decolonization,-2.3941,-0.7249,0,1,1,False
interpret,-2.3941,-0.7249,0,1,1,False
biodiversity,-2.3941,-0.7249,0,1,1,False
positioning,-2.3941,-0.7249,0,1,1,False
web,-2.3941,-0.7249,0,1,1,False
winged,-2.3941,-0.7249,0,1,1,False
children,-2.3941,-0.7249,0,1,1,False
fertile,-2.3941,-0.7249,0,1,1,False
solar,-2.3941,-0.7249,0,1,1,False
immutability,-2.3941,-0.7249,0,1,1,False
hryn,-2.3941,-0.7249,0,1,1,False
domination,-2.3941,-0.7249,0,1,1,False
kidnapper,-2.3941,-0.7249,0,1,1,False
shliakhta,-2.3941,-0.7249,0,1,1,False
royal,-2.3941,-0.7249,0,1,1,False
enrich,-2.3941,-0.7249,0,1,1,False
газа,-2.3941,-0.7249,0,1,1,False
longtime,-2.3941,-0.7249,0,1,1,False
methodical,-2.3941,-0.7249,0,1,1,False
coherence,-2.3941,-0.7249,0,1,1,False
wisdom,-2.3941,-0.7249,0,1,1,False
hidalgo,-2.3941,-0.7249,0,1,1,False
attentiveness,-2.3941,-0.7249,0,1,1,False
unwillingness,-2.3941,-0.7249,0,1,1,False
oversee,-2.3941,-0.7249,0,1,1,False
austrian,-2.3941,-0.7249,0,1,1,False
uncover,-2.3941,-0.7249,0,1,1,False
wsf,-2.3941,-0.7249,0,1,1,False
faculty,-2.3941,-0.7249,0,1,1,False
mar,-2.3941,-0.7249,0,1,1,False
radiological,-2.3941,-0.7249,0,1,1,False
инфраструктура,-2.3941,-0.7249,0,1,1,False
dnipro,-2.3941,-0.7249,0,1,1,False
landmine,-2.3941,-0.7249,0,1,1,False
revisit,-2.3941,-0.7249,0,1,1,False
actionable,-2.3941,-0.7249,0,1,1,False
automotive,-2.3941,-0.7249,0,1,1,False
andreas,-2.3941,-0.7249,0,1,1,False
forecast,-2.3941,-0.7249,0,1,1,False
publicise,-2.3941,-0.7249,0,1,1,False
render,-2.3941,-0.7249,0,1,1,False
expenditure,-2.3941,-0.7249,0,1,1,False
nazar,-2.3941,-0.7249,0,1,1,False
volkova,-2.3941,-0.7249,0,1,1,False
restorer,-2.3941,-0.7249,0,1,1,False
perish,-2.3941,-0.7249,0,1,1,False
lee,-2.3941,-0.7249,0,1,1,False
assassinate,-2.3941,-0.7249,0,1,1,False
rogachuk,-2.3941,-0.7249,0,1,1,False
ostroh,-2.3941,-0.7249,0,1,1,False
welfare,-2.3941,-0.7249,0,1,1,False
haslam,-2.3941,-0.7249,0,1,1,False
rory,-2.3941,-0.7249,0,1,1,False
distraction,-2.3941,-0.7249,0,1,1,False
accustom,-2.3941,-0.7249,0,1,1,False
irene,-2.3941,-0.7249,0,1,1,False
restrictive,-2.3941,-0.7249,0,1,1,False
khmelnytskyi,-2.3941,-0.7249,0,1,1,False
nafo,-2.3941,-0.7249,0,1,1,False
entity,-2.3941,-0.7249,0,1,1,False
ant,-2.3941,-0.7249,0,1,1,False
aeneid,-2.3941,-0.7249,0,1,1,False
rbmk,-2.3941,-0.7249,0,1,1,False
navalny,-2.3941,-0.7249,0,1,1,False
organising,-2.3941,-0.7249,0,1,1,False
macedonia,-2.3941,-0.7249,0,1,1,False
buslova,-2.3941,-0.7249,0,1,1,False
revanche,-2.3941,-0.7249,0,1,1,False
mistreatment,-2.3941,-0.7249,0,1,1,False
autocephalous,-2.3941,-0.7249,0,1,1,False
kiriyenko,-2.3941,-0.7249,0,1,1,False
infringe,-2.3941,-0.7249,0,1,1,False
coherent,-2.3941,-0.7249,0,1,1,False
thirtieth,-2.3941,-0.7249,0,1,1,False
fraudulent,-2.3941,-0.7249,0,1,1,False
centerpiece,-2.3941,-0.7249,0,1,1,False
protracted,-2.3941,-0.7249,0,1,1,False
goncharenko,-2.3941,-0.7249,0,1,1,False
emphasise,-2.3941,-0.7249,0,1,1,False
alexandrov,-2.3941,-0.7249,0,1,1,False
refugees,-2.3941,-0.7249,0,1,1,False
slovenia,-2.3941,-0.7249,0,1,1,False
fundraising,-2.3941,-0.7249,0,1,1,False
asymmetrical,-2.3941,-0.7249,0,1,1,False
speechwriter,-2.3941,-0.7249,0,1,1,False
pave,-2.3941,-0.7249,0,1,1,False
slapp,-2.3941,-0.7249,0,1,1,False
camus,-2.3941,-0.7249,0,1,1,False
diktat,-2.3941,-0.7249,0,1,1,False
audacity,-2.3941,-0.7249,0,1,1,False
leftover,-2.3941,-0.7249,0,1,1,False
danish,-2.3941,-0.7249,0,1,1,False
helpful,-2.3941,-0.7249,0,1,1,False
gic,-2.3941,-0.7249,0,1,1,False
taxonomy,-2.3941,-0.7249,0,1,1,False
assimilation,-2.3941,-0.7249,0,1,1,False
firster,-2.3941,-0.7249,0,1,1,False
economics,-2.3941,-0.7249,0,1,1,False
onset,-2.3941,-0.7249,0,1,1,False
канализации,-2.3941,-0.7249,0,1,1,False
remaining,-2.3941,-0.7249,0,1,1,False
repainting,-2.3941,-0.7249,0,1,1,False
tortoise,-2.3941,-0.7249,0,1,1,False
chunk,-2.3941,-0.7249,0,1,1,False
nostalgicised,-2.3941,-0.7249,0,1,1,False
alberta,-2.3941,-0.7249,0,1,1,False
pollute,-2.3941,-0.7249,0,1,1,False
lawmaker,-2.3941,-0.7249,0,1,1,False
fvd,-2.3941,-0.7249,0,1,1,False
animated,-2.3941,-0.7249,0,1,1,False
aggravate,-2.3941,-0.7249,0,1,1,False
dtek,-2.3941,-0.7249,0,1,1,False
karpiak,-2.3941,-0.7249,0,1,1,False
permissible,-2.3941,-0.7249,0,1,1,False
unfeasible,-2.3941,-0.7249,0,1,1,False
embark,-2.3941,-0.7249,0,1,1,False
zhyznevskyi,-2.3941,-0.7249,0,1,1,False
anathema,-2.3941,-0.7249,0,1,1,False
gardă,-2.3941,-0.7249,0,1,1,False
renunciation,-2.3941,-0.7249,0,1,1,False
sports,-2.3941,-0.7249,0,1,1,False
biotechnology,-2.3941,-0.7249,0,1,1,False
narva,-2.3941,-0.7249,0,1,1,False
penn,-2.3941,-0.7249,0,1,1,False
grammatical,-2.3941,-0.7249,0,1,1,False
engaged,-2.3941,-0.7249,0,1,1,False
hanul,-2.3941,-0.7249,0,1,1,False
aversion,-2.3941,-0.7249,0,1,1,False
query,-2.3941,-0.7249,0,1,1,False
steadfast,-2.3941,-0.7249,0,1,1,False
linguistic,-2.3941,-0.7249,0,1,1,False
kosovo,-2.3941,-0.7249,0,1,1,False
healing,-2.3941,-0.7249,0,1,1,False
integrated,-2.3941,-0.7249,0,1,1,False
copenhagen,-2.3941,-0.7249,0,1,1,False
dogmatism,-2.3941,-0.7249,0,1,1,False
vasyl,-2.3941,-0.7249,0,1,1,False
motherland,-2.3941,-0.7249,0,1,1,False
noblewoman,-2.3941,-0.7249,0,1,1,False
herasymiuk,-2.3941,-0.7249,0,1,1,False
annulment,-2.3941,-0.7249,0,1,1,False
lukoil,-2.3941,-0.7249,0,1,1,False
fdp,-2.3941,-0.7249,0,1,1,False
collaborator,-2.3941,-0.7249,0,1,1,False
misinformation,-2.3941,-0.7249,0,1,1,False
liberated,-2.3941,-0.7249,0,1,1,False
belt,-2.3941,-0.7249,0,1,1,False
denazify,-2.3941,-0.7249,0,1,1,False
eventual,-2.3941,-0.7249,0,1,1,False
poc,-2.3941,-0.7249,0,1,1,False
philadelphia,-2.3941,-0.7249,0,1,1,False
identification,-2.3941,-0.7249,0,1,1,False
pathway,-2.3941,-0.7249,0,1,1,False
reframe,-2.3941,-0.7249,0,1,1,False
disagree,-2.3941,-0.7249,0,1,1,False
понимать,-2.3941,-0.7249,0,1,1,False
revolt,-2.3941,-0.7249,0,1,1,False
stabilize,-2.3941,-0.7249,0,1,1,False
tokyo,-2.3941,-0.7249,0,1,1,False
backbone,-2.3941,-0.7249,0,1,1,False
demyan,-2.3941,-0.7249,0,1,1,False
situate,-2.3941,-0.7249,0,1,1,False
fsd,-2.3941,-0.7249,0,1,1,False
zotova,-2.3941,-0.7249,0,1,1,False
censorship,-2.3941,-0.7249,0,1,1,False
fabricate,-2.3941,-0.7249,0,1,1,False
skull,-2.3941,-0.7249,0,1,1,False
suffe,-2.3941,-0.7249,0,1,1,False
oppressed,-2.3941,-0.7249,0,1,1,False
tatiana,-2.3941,-0.7249,0,1,1,False
painless,-2.3941,-0.7249,0,1,1,False
problematic,-2.3941,-0.7249,0,1,1,False
flurry,-2.3941,-0.7249,0,1,1,False
pluralist,-2.3941,-0.7249,0,1,1,False
christine,-2.3941,-0.7249,0,1,1,False
agonising,-2.3941,-0.7249,0,1,1,False
retailer,-2.3941,-0.7249,0,1,1,False
traversa,-2.3941,-0.7249,0,1,1,False
yuliya,-2.3941,-0.7249,0,1,1,False
ozymok,-2.3941,-0.7249,0,1,1,False
improvement,-2.3941,-0.7249,0,1,1,False
topple,-2.3941,-0.7249,0,1,1,False
covert,-2.3941,-0.7249,0,1,1,False
john,-2.3941,-0.7249,0,1,1,False
henhouse,-2.3941,-0.7249,0,1,1,False
joanna,-2.3941,-0.7249,0,1,1,False
carolina,-2.3941,-0.7249,0,1,1,False
improved,-2.3941,-0.7249,0,1,1,False
intolerance,-2.3941,-0.7249,0,1,1,False
mobilise,-2.3941,-0.7249,0,1,1,False
koznarsky,-2.3941,-0.7249,0,1,1,False
annihilation,-2.3941,-0.7249,0,1,1,False
perverse,-2.3941,-0.7249,0,1,1,False
resolute,-2.3941,-0.7249,0,1,1,False
renowned,-2.3941,-0.7249,0,1,1,False
olga,-2.3941,-0.7249,0,1,1,False
farmers,-2.3941,-0.7249,0,1,1,False
bearer,-2.3941,-0.7249,0,1,1,False
architectural,-2.3941,-0.7249,0,1,1,False
reg,-2.3941,-0.7249,0,1,1,False
debunk,-2.3941,-0.7249,0,1,1,False
stall,-2.3941,-0.7249,0,1,1,False
hierarchy,-2.3941,-0.7249,0,1,1,False
dub,-2.3941,-0.7249,0,1,1,False
semblance,-2.3941,-0.7249,0,1,1,False
related,-2.3941,-0.7249,0,1,1,False
timeline,-2.3941,-0.7249,0,1,1,False
anticipate,-2.3941,-0.7249,0,1,1,False
amend,-2.3941,-0.7249,0,1,1,False
scramble,-2.3941,-0.7249,0,1,1,False
zimmerman,-2.3941,-0.7249,0,1,1,False
unesco,-2.3941,-0.7249,0,1,1,False
bureaucratised,-2.3941,-0.7249,0,1,1,False
yashin,-2.3941,-0.7249,0,1,1,False
вообще,-2.3941,-0.7249,0,1,1,False
unpreparedness,-2.3941,-0.7249,0,1,1,False
diana,-2.3941,-0.7249,0,1,1,False
steer,-2.3941,-0.7249,0,1,1,False
conformity,-2.3941,-0.7249,0,1,1,False
nihilistic,-2.3941,-0.7249,0,1,1,False
hermes,-2.3941,-0.7249,0,1,1,False
japanese,-2.3941,-0.7249,0,1,1,False
maelstrom,-2.3941,-0.7249,0,1,1,False
cruelty,-2.3941,-0.7249,0,1,1,False
электричества,-2.3941,-0.7249,0,1,1,False
rivalry,-2.3941,-0.7249,0,1,1,False
cyberwarfare,-2.3941,-0.7249,0,1,1,False
superposition,-2.3941,-0.7249,0,1,1,False
inia,-2.3941,-0.7249,0,1,1,False
beck,-2.3941,-0.7249,0,1,1,False
drove,-2.3941,-0.7249,0,1,1,False
verse,-2.3941,-0.7249,0,1,1,False
supervise,-2.3941,-0.7249,0,1,1,False
venezuela,-2.3941,-0.7249,0,1,1,False
boyfriend,-2.3941,-0.7249,0,1,1,False
freie,-2.3941,-0.7249,0,1,1,False
antagonistic,-2.3941,-0.7249,0,1,1,False
esbu,-2.3941,-0.7249,0,1,1,False
türkiye,-2.3941,-0.7249,0,1,1,False
indispensable,-2.3941,-0.7249,0,1,1,False
bulldozer,-2.3941,-0.7249,0,1,1,False
equestrian,-2.3941,-0.7249,0,1,1,False
yacht,-2.3941,-0.7249,0,1,1,False
posture,-2.3941,-0.7249,0,1,1,False
paralyse,-2.3941,-0.7249,0,1,1,False
persevering,-2.3941,-0.7249,0,1,1,False
cohesion,-2.3941,-0.7249,0,1,1,False
taganrog,-2.3941,-0.7249,0,1,1,False
auction,-2.3941,-0.7249,0,1,1,False
jail,-2.3941,-0.7249,0,1,1,False
epistemic,-2.3941,-0.7249,0,1,1,False
horizontal,-2.3941,-0.7249,0,1,1,False
symbolize,-2.3941,-0.7249,0,1,1,False
joanne,-2.3941,-0.7249,0,1,1,False
allot,-2.3941,-0.7249,0,1,1,False
verbytskyi,-2.3941,-0.7249,0,1,1,False
худшей,-2.3941,-0.7249,0,1,1,False
transnistrians,-2.3941,-0.7249,0,1,1,False
bennett,-2.3941,-0.7249,0,1,1,False
uneasy,-2.3941,-0.7249,0,1,1,False
tolerant,-2.3941,-0.7249,0,1,1,False
